,屋外温度,屋外温度,屋外温度,屋外温度,屋外温度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,屋外湿度,風速,風速,風速,風速,風速,風向,風向,風向,風向,風向,屋外日射,屋外日射,屋外日射,屋外日射,屋外日射,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,屋外CO2濃度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,絶対湿度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外露点温度,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外飽差,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外湿度（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）,屋外日射（高精度）
2020/7/13 18:50,21.1,21.2,21,21.111,0.2,93,94,92,93.037,2,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1180,1184,1180,1180.778,4,14.5,14.8,14.4,14.622,0.4,19.7,20,19.5,19.822,0.5,1,1.2,0.9,1.081,0.3,93.2,93.6,92.1,92.874,1.5,0.384,0.389,0.384,0.385,0.005
2020/7/13 18:55,21,21.1,21,21.044,0.1,95,95,93,94.037,2,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1180,1190,1180,1181.333,10,14.8,14.9,14.5,14.741,0.4,20,20.1,19.7,19.941,0.4,0.7,1.1,0.7,0.889,0.4,95.2,95.2,93.1,93.989,2.1,0.384,0.389,0.383,0.384,0.006
2020/7/13 19:00,20.8,21,20.7,20.859,0.3,96,96,95,95.37,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1199,1202,1180,1193.259,22,14.8,14.9,14.6,14.733,0.3,20,20.1,19.8,19.933,0.3,0.6,0.7,0.6,0.663,0.1,96.1,96.1,94.6,95.337,1.5,0.384,0.389,0.383,0.384,0.006
2020/7/13 19:05,20.7,20.9,20.6,20.674,0.3,97,98,96,96.556,2,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1199,1202,1199,1199.741,3,14.8,15.1,14.6,14.748,0.5,20.1,20.3,19.8,19.981,0.5,0.4,0.6,0.3,0.493,0.3,97.1,97.6,96,96.515,1.6,0.383,0.389,0.383,0.384,0.006
2020/7/13 19:10,20.5,20.7,20.5,20.6,0.2,98,99,97,98.148,2,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1199,1207,1199,1200.185,8,14.8,15.1,14.8,14.93,0.3,20,20.3,20,20.133,0.3,0.3,0.4,0.1,0.267,0.3,97.6,98.6,97.1,97.922,1.5,0.383,0.388,0.383,0.384,0.005
2020/7/13 19:15,20.4,20.5,20.4,20.426,0.1,98,99,98,98.111,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1210,1212,1199,1207.481,13,14.7,15,14.7,14.756,0.3,19.9,20.2,19.9,19.956,0.3,0.3,0.3,0.1,0.27,0.2,98.3,98.6,97.5,98.104,1.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 19:20,20.4,20.4,20.3,20.374,0.1,99,100,98,99,2,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1210,1212,1209,1209.259,3,14.9,15,14.6,14.87,0.4,20.1,20.2,19.8,20.07,0.4,0.1,0.3,0,0.1,0.3,98.5,99.6,98.3,98.704,1.3,0.383,0.388,0.383,0.383,0.005
2020/7/13 19:25,20.3,20.4,20.2,20.304,0.2,99,99,98,98.889,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1209,1212,1209,1209.63,3,14.8,14.9,14.6,14.781,0.3,20,20.1,19.8,19.981,0.3,0.1,0.3,0.1,0.115,0.2,99.1,99.2,98,98.674,1.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 19:30,20.2,20.3,20.2,20.274,0.1,99,100,99,99.333,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1209,1212,1209,1209.37,3,14.7,14.9,14.7,14.815,0.2,19.9,20.1,19.9,20.015,0.2,0.1,0.1,0,0.059,0.1,99.2,100,98.9,99.43,1.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 19:35,20.3,20.3,20.2,20.257,0.1,100,100,99,99.571,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1220,1209,1212.929,11,14.9,14.9,14.7,14.814,0.2,20.1,20.1,19.9,20.014,0.2,0,0.1,0,0.043,0.1,99.9,100.5,98.9,99.668,1.6,0.383,0.388,0.383,0.383,0.005
2020/7/13 19:40,20.3,20.3,20.3,20.3,0,100,100,99,99.963,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1220,1220,1219,1219.37,1,14.9,14.9,14.8,14.9,0.1,20.1,20.1,20,20.1,0.1,0,0.1,0,0,0.1,99.9,100,99.4,99.8,0.6,0.383,0.388,0.383,0.383,0.005
2020/7/13 19:45,20.2,20.3,20.2,20.248,0.1,100,100,99,99.926,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1220,1219,1219.296,1,14.8,14.9,14.7,14.837,0.2,20,20.1,19.9,20.037,0.2,0,0.1,0,0.007,0.1,99.9,100.5,99.4,100.048,1.1,0.383,0.388,0.383,0.383,0.005
2020/7/13 19:50,20.1,20.3,20.1,20.256,0.2,99,100,99,99.333,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1217,1220,1209,1214.407,11,14.6,14.9,14.6,14.789,0.3,19.8,20.1,19.8,19.989,0.3,0.1,0.1,0,0.067,0.1,99.4,100,98.9,99.47,1.1,0.383,0.388,0.383,0.383,0.005
2020/7/13 19:55,20.2,20.2,20.1,20.181,0.1,100,100,99,99.852,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1221,1217,1219.185,4,14.8,14.8,14.6,14.767,0.2,20,20,19.8,19.967,0.2,0,0.1,0,0.015,0.1,99.6,100.5,99.4,99.8,1.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 20:00,20.2,20.2,20.1,20.144,0.1,100,100,99,99.556,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1220,1212,1218.926,8,14.8,14.8,14.6,14.7,0.2,20,20,19.8,19.9,0.2,0,0.1,0,0.044,0.1,99.7,100,98.9,99.519,1.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 20:05,20.2,20.2,20.2,20.2,0,100,100,99,99.963,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1220,1220,1219,1219.148,1,14.8,14.8,14.7,14.796,0.1,20,20,19.9,19.996,0.1,0,0.1,0,0.004,0.1,100,100,99.4,99.859,0.6,0.383,0.388,0.383,0.383,0.005
2020/7/13 20:10,20.1,20.2,20.1,20.178,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1221,1219,1219.259,2,14.7,14.8,14.7,14.778,0.1,19.9,20,19.9,19.978,0.1,0,0,0,0,0,99.6,100.3,99.6,99.867,0.7,0.383,0.388,0.383,0.383,0.005
2020/7/13 20:15,19.9,20.1,19.9,20.019,0.2,99,100,99,99.444,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1221,1219,1219.148,2,14.4,14.7,14.4,14.567,0.3,19.6,19.9,19.6,19.767,0.3,0.1,0.1,0,0.052,0.1,99.4,99.8,99.4,99.5,0.4,0.383,0.388,0.383,0.384,0.005
2020/7/13 20:20,20,20.1,19.9,19.996,0.2,100,100,99,99.963,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1226,1219,1219.556,7,14.6,14.7,14.4,14.589,0.3,19.8,19.9,19.6,19.789,0.3,0,0.1,0,0.004,0.1,99.9,100.8,99.4,99.996,1.4,0.383,0.388,0.383,0.383,0.005
2020/7/13 20:25,19.9,20,19.8,19.859,0.2,100,100,99,99.778,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1220,1212,1219.037,8,14.5,14.6,14.3,14.459,0.3,19.7,19.8,19.5,19.633,0.3,0,0.1,0,0.026,0.1,100,100,99.4,99.678,0.6,0.383,0.388,0.383,0.384,0.005
2020/7/13 20:30,19.9,19.9,19.8,19.896,0.1,100,100,99,100,1,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1219,1221,1219,1219.444,2,14.5,14.5,14.4,14.5,0.1,19.7,19.7,19.6,19.693,0.1,0,0.1,0,0,0.1,100.4,100.5,99.4,100.056,1.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 20:35,19.7,19.9,19.7,19.837,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1220,1220,1219,1219.333,1,14.4,14.5,14.4,14.496,0.1,19.5,19.7,19.5,19.637,0.2,0,0,0,0,0,100.4,100.9,99.9,100.178,1,0.383,0.388,0.383,0.384,0.005
2020/7/13 20:40,19.8,19.8,19.7,19.741,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1239,1240,1219,1232.852,21,14.5,14.5,14.4,14.441,0.1,19.6,19.6,19.5,19.541,0.1,0,0,0,0,0,101.5,101.5,100.4,101.107,1.1,0.385,0.388,0.383,0.384,0.005
2020/7/13 20:45,19.6,19.8,19.6,19.696,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1230,1241,1229,1234.741,12,14.3,14.5,14.3,14.396,0.2,19.4,19.6,19.4,19.496,0.2,0,0,0,0,0,101.9,102,101.4,101.53,0.6,0.387,0.388,0.383,0.384,0.005
2020/7/13 20:50,19.5,19.6,19.4,19.581,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1240,1240,1229,1235.462,11,14.2,14.3,14.1,14.277,0.2,19.3,19.4,19.2,19.377,0.2,0,0,0,0,0,103,103,101.9,102.215,1.1,0.385,0.388,0.383,0.384,0.005
2020/7/13 20:55,19.5,19.6,19.4,19.474,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1240,1240,1239,1239.444,1,14.2,14.3,14.1,14.174,0.2,19.3,19.4,19.2,19.274,0.2,0,0,0,0,0,103.3,103.3,102.7,102.963,0.6,0.386,0.388,0.383,0.384,0.005
2020/7/13 21:00,19.5,19.5,19.2,19.415,0.3,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1250,1250,1239,1240.815,11,14.2,14.2,13.9,14.119,0.3,19.3,19.3,19,19.219,0.3,0,0,0,0,0,104.3,104.3,103.2,103.467,1.1,0.388,0.388,0.383,0.384,0.005
2020/7/13 21:05,19.5,19.5,19.4,19.478,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1240,1250,1239,1244.63,11,14.2,14.2,14.1,14.178,0.1,19.3,19.3,19.2,19.278,0.1,0,0,0,0,0,104.3,104.4,103.8,103.963,0.6,0.387,0.388,0.383,0.384,0.005
2020/7/13 21:10,19.5,19.5,19.4,19.463,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1248,1250,1239,1240.37,11,14.1,14.2,14.1,14.159,0.1,19.2,19.3,19.2,19.259,0.1,0,0,0,0,0,104.2,104.4,103.8,104.011,0.6,0.384,0.388,0.383,0.384,0.005
2020/7/13 21:15,19.4,19.5,19.3,19.393,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1248,1250,1239,1241.926,11,14.1,14.2,14,14.085,0.2,19.2,19.3,19.1,19.185,0.2,0,0,0,0,0,104.3,104.4,103.8,104.085,0.6,0.383,0.388,0.383,0.384,0.005
2020/7/13 21:20,19.4,19.5,19.4,19.415,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1239,1250,1239,1245.148,11,14.1,14.2,14.1,14.115,0.1,19.2,19.3,19.2,19.215,0.1,0,0,0,0,0,104,104.4,103.8,104.026,0.6,0.384,0.388,0.383,0.384,0.005
2020/7/13 21:25,19.4,19.5,19.3,19.381,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1248,1251,1239,1245.704,12,14.1,14.2,14,14.081,0.2,19.2,19.3,19.1,19.181,0.2,0,0,0,0,0,104.3,104.4,103.8,103.963,0.6,0.385,0.388,0.383,0.384,0.005
2020/7/13 21:30,19.4,19.5,19.3,19.404,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1250,1250,1248,1249.185,2,14.1,14.2,14,14.1,0.2,19.2,19.3,19.1,19.2,0.2,0,0,0,0,0,104.4,104.4,104.2,104.304,0.2,0.385,0.388,0.383,0.384,0.005
2020/7/13 21:35,19.3,19.4,19.3,19.311,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1250,1254,1248,1249.185,6,14,14.1,14,14.019,0.1,19.1,19.2,19.1,19.119,0.1,0,0,0,0,0,104.6,104.7,104.3,104.374,0.4,0.384,0.388,0.383,0.384,0.005
2020/7/13 21:40,19.3,19.4,19.3,19.311,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1258,1259,1250,1258.185,9,14,14.1,14,14.015,0.1,19.1,19.2,19.1,19.115,0.1,0,0,0,0,0,104.8,104.9,104.3,104.519,0.6,0.383,0.388,0.383,0.384,0.005
2020/7/13 21:45,19.4,19.4,19.3,19.352,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1259,1260,1258,1258.556,2,14.1,14.1,14,14.052,0.1,19.2,19.2,19.1,19.152,0.1,0,0,0,0,0,105.2,105.2,104.8,104.893,0.4,0.383,0.388,0.383,0.384,0.005
2020/7/13 21:50,19.4,19.5,19.3,19.396,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1258,1260,1258,1258.333,2,14.1,14.2,14,14.1,0.2,19.2,19.3,19.1,19.2,0.2,0,0,0,0,0,105.3,105.3,104.8,105.056,0.5,0.383,0.388,0.383,0.384,0.005
2020/7/13 21:55,19.3,19.5,19.3,19.37,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1258,1259,1258,1258.481,1,14.1,14.2,14,14.067,0.2,19.2,19.3,19.1,19.167,0.2,0,0,0,0,0,105.3,105.4,105.1,105.237,0.3,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:00,19.4,19.4,19.3,19.374,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1258,1259,1258,1258.333,1,14.1,14.1,14,14.07,0.1,19.2,19.2,19.1,19.17,0.1,0,0,0,0,0,105.8,105.9,105.3,105.53,0.6,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:05,19.3,19.4,19.3,19.315,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1259,1265,1258,1258.926,7,14,14.1,14,14.019,0.1,19.1,19.2,19.1,19.119,0.1,0,0,0,0,0,105.9,106.2,105.8,105.9,0.4,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:10,19.2,19.4,19.2,19.263,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1258,1259,1258,1258.444,1,13.9,14.1,13.9,13.963,0.2,19,19.2,19,19.063,0.2,0,0,0,0,0,106.3,106.4,105.8,106.07,0.6,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:15,19.3,19.3,19.2,19.237,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1258,1269,1258,1259.333,11,14,14,13.9,13.937,0.1,19.1,19.1,19,19.037,0.1,0,0,0,0,0,106.4,106.8,106.3,106.415,0.5,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:20,19.2,19.3,19.2,19.226,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1268,1270,1258,1264.519,12,13.9,14,13.9,13.926,0.1,19,19.1,19,19.026,0.1,0,0,0,0,0,106.8,106.9,106.3,106.6,0.6,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:25,19.2,19.3,19.1,19.196,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1268,1284,1268,1272.556,16,13.9,14,13.8,13.9,0.2,19,19.1,18.9,19,0.2,0,0,0,0,0,106.8,106.9,106.8,106.811,0.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:30,19.2,19.2,19.1,19.193,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1281,1268,1273.778,13,13.9,13.9,13.8,13.896,0.1,19,19,18.9,18.996,0.1,0,0,0,0,0,106.9,106.9,106.8,106.867,0.1,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:35,19.2,19.3,19.2,19.207,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1278,1284,1278,1279.63,6,13.9,14,13.9,13.907,0.1,19,19.1,19,19.007,0.1,0,0,0,0,0,107.2,107.4,106.9,107.089,0.5,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:40,19.3,19.3,19.2,19.285,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.556,6,14,14,13.9,13.981,0.1,19.1,19.1,19,19.081,0.1,0,0,0,0,0,107.2,107.4,107.2,107.207,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:45,19.3,19.4,19.3,19.333,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1281,1268,1277.333,13,14,14.1,14,14.041,0.1,19.1,19.2,19.1,19.141,0.1,0,0,0,0,0,107.2,107.4,107.2,107.23,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:50,19.4,19.4,19.3,19.385,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.704,6,14.1,14.1,14,14.089,0.1,19.2,19.2,19.1,19.189,0.1,0,0,0,0,0,107.2,107.4,107.2,107.259,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 22:55,19.5,19.5,19.3,19.441,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.444,6,14.2,14.2,14,14.141,0.2,19.3,19.3,19.1,19.241,0.2,0,0,0,0,0,107.2,107.4,107.2,107.333,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:00,19.5,19.5,19.4,19.419,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.333,6,14.2,14.2,14.1,14.119,0.1,19.3,19.3,19.2,19.219,0.1,0,0,0,0,0,107.4,107.4,107.2,107.274,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:05,19.5,19.5,19.4,19.47,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1269,1284,1268,1275.037,16,14.2,14.2,14.1,14.167,0.1,19.3,19.3,19.2,19.267,0.1,0,0,0,0,0,107.4,107.4,107.2,107.237,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:10,19.6,19.6,19.4,19.539,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1268,1271,1268,1268.393,3,14.3,14.3,14.1,14.239,0.2,19.4,19.4,19.2,19.339,0.2,0,0,0,0,0,107.2,107.4,107.2,107.221,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:15,19.6,19.6,19.4,19.519,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1279,1268,1273.963,11,14.3,14.3,14.1,14.222,0.2,19.4,19.4,19.2,19.322,0.2,0,0,0,0,0,107.4,107.4,107.2,107.252,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:20,19.5,19.6,19.4,19.537,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1289,1289,1278,1279.926,11,14.2,14.3,14.1,14.237,0.2,19.3,19.4,19.2,19.337,0.2,0,0,0,0,0,107.4,107.6,107.2,107.315,0.4,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:25,19.6,19.6,19.5,19.589,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1289,1278,1279.815,11,14.3,14.3,14.2,14.289,0.1,19.4,19.4,19.3,19.389,0.1,0,0,0,0,0,107.4,107.4,107.2,107.311,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:30,19.6,19.6,19.4,19.556,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1297,1298,1278,1290.852,20,14.3,14.3,14.1,14.256,0.2,19.4,19.4,19.2,19.356,0.2,0,0,0,0,0,107.4,107.7,107.2,107.407,0.5,0.383,0.388,0.383,0.384,0.005
2020/7/13 23:35,19.6,19.7,19.6,19.607,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1290,1303,1287,1296.407,16,14.3,14.4,14.3,14.307,0.1,19.4,19.5,19.4,19.407,0.1,0,0,0,0,0,107.4,107.9,107.2,107.533,0.7,0.385,0.388,0.383,0.384,0.005
2020/7/13 23:40,19.7,19.7,19.5,19.615,0.2,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1298,1298,1281,1291.889,17,14.4,14.4,14.2,14.315,0.2,19.5,19.5,19.3,19.415,0.2,0,0,0,0,0,107.6,107.6,107.2,107.441,0.4,0.386,0.388,0.383,0.384,0.005
2020/7/13 23:45,19.7,19.7,19.6,19.674,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1282,1303,1278,1288.148,25,14.4,14.4,14.3,14.374,0.1,19.5,19.5,19.4,19.474,0.1,0,0,0,0,0,107.7,107.9,107.2,107.537,0.7,0.388,0.388,0.383,0.384,0.005
2020/7/13 23:50,19.7,19.7,19.6,19.656,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1284,1284,1278,1279.963,6,14.4,14.4,14.3,14.356,0.1,19.5,19.5,19.4,19.456,0.1,0,0,0,0,0,107.9,107.9,107.2,107.519,0.7,0.388,0.388,0.383,0.384,0.005
2020/7/13 23:55,19.7,19.7,19.7,19.7,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1282,1284,1278,1279.407,6,14.4,14.4,14.4,14.4,0,19.5,19.5,19.5,19.5,0,0,0,0,0,0,107.7,107.9,107.4,107.6,0.5,0.385,0.388,0.383,0.384,0.005
2020/7/14 0:00,19.7,19.7,19.7,19.7,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.741,6,14.4,14.4,14.4,14.4,0,19.5,19.5,19.5,19.5,0,0,0,0,0,0,107.7,107.9,107.2,107.511,0.7,0.383,0.388,0.383,0.384,0.005
2020/7/14 0:05,19.8,19.8,19.7,19.763,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.259,6,14.5,14.5,14.4,14.463,0.1,19.6,19.6,19.5,19.563,0.1,0,0,0,0,0,107.7,107.9,107.7,107.73,0.2,0.385,0.388,0.383,0.384,0.005
2020/7/14 0:10,19.8,19.8,19.8,19.8,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1280,1284,1278,1279.407,6,14.5,14.5,14.5,14.5,0,19.6,19.6,19.6,19.6,0,0,0,0,0,0,107.7,107.9,107.7,107.715,0.2,0.384,0.389,0.383,0.384,0.006
2020/7/14 0:15,19.8,19.8,19.8,19.8,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1282,1284,1278,1279.63,6,14.5,14.5,14.5,14.5,0,19.6,19.6,19.6,19.6,0,0,0,0,0,0,107.7,107.9,107.7,107.707,0.2,0.385,0.388,0.383,0.384,0.005
2020/7/14 0:20,19.8,19.8,19.8,19.8,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1280,1284,1278,1279.444,6,14.5,14.5,14.5,14.5,0,19.6,19.6,19.6,19.6,0,0,0,0,0,0,107.7,107.9,107.5,107.648,0.4,0.385,0.388,0.383,0.384,0.005
2020/7/14 0:25,19.8,19.8,19.7,19.796,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.444,6,14.5,14.5,14.4,14.496,0.1,19.6,19.6,19.5,19.596,0.1,0,0,0,0,0,107.7,107.9,107.2,107.585,0.7,0.383,0.388,0.383,0.384,0.005
2020/7/14 0:30,19.8,19.8,19.8,19.8,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1278,1284,1278,1279.148,6,14.5,14.5,14.5,14.5,0,19.6,19.6,19.6,19.6,0,0,0,0,0,0,107.7,107.9,107.2,107.541,0.7,0.383,0.388,0.383,0.384,0.005
2020/7/14 0:35,19.8,19.8,19.8,19.8,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.593,6,14.5,14.5,14.5,14.5,0,19.6,19.6,19.6,19.6,0,0,0,0,0,0,107.7,107.9,107.4,107.574,0.5,0.383,0.388,0.383,0.384,0.005
2020/7/14 0:40,19.8,19.8,19.8,19.8,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.259,6,14.5,14.5,14.5,14.5,0,19.6,19.6,19.6,19.6,0,0,0,0,0,0,107.7,107.9,107.6,107.67,0.3,0.383,0.388,0.383,0.384,0.005
2020/7/14 0:45,19.9,19.9,19.8,19.856,0.1,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1279,1284,1278,1279.222,6,14.5,14.5,14.5,14.5,0,19.7,19.7,19.6,19.656,0.1,0,0,0,0,0,107.7,107.9,107.7,107.707,0.2,0.383,0.388,0.383,0.384,0.005
2020/7/14 0:50,19.9,19.9,19.9,19.9,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0.38,0.38,0.38,0.38,0,1286,1289,1278,1279.815,11,14.5,14.5,14.5,14.5,0,19.7,19.7,19.7,19.7,0,0,0,0,0,0,107.7,107.9,107.7,107.737,0.2,0.383,0.389,0.383,0.384,0.006
